,H_TEAM,H_TEAM_WIN,H_SSN_W,H_LAST10_W,H_LAST5_W,H_SEASON_W_OPP,H_LAST10_W_OPP,H_LAST5_W_OPP,H_AVG_PTS,A_TEAM,A_SSN_W,A_LAST10_W,A_LAST5_W,A_SSN_W_OPP,A_LAST10_W_OPP,A_LAST5_W_OPP,A_AVG_PTS
1253,CPS,W,12,7,3,0,0,0,119.3,OSC,0,0,0,0,0,0,0.0
1254,MEM,W,24,6,2,1,1,1,116.8,NOP,27,6,5,1,1,1,120.4
1255,OKC,L,20,4,3,0,0,0,114.1,PHI,24,8,3,0,0,0,118.7
1256,CHI,L,19,5,4,0,0,0,116.9,CLE,23,6,2,1,1,1,113.0
1257,CHA,L,10,3,2,0,0,0,117.1,BKN,25,10,5,2,2,2,122.7
1258,DEN,W,25,8,4,0,0,0,119.6,MIA,22,7,3,0,0,0,108.1
1259,ORL,L,17,7,2,0,0,0,115.6,WAS,16,4,4,0,0,0,113.8
1260,MIL,W,22,4,1,1,1,1,111.5,MIN,20,3,1,0,0,0,113.2
1261,GSW,W,21,5,3,1,1,1,113.7,POR,19,5,2,0,0,0,117.2
1262,MNE,W,12,5,3,0,0,0,113.4,RGV,14,8,3,0,0,0,115.4
1263,BHM,L,1,1,1,1,1,1,134.0,TEX,9,4,2,0,0,0,120.2
1264,MXC,W,13,7,4,1,1,1,111.2,SLC,6,2,2,0,0,0,110.2
1265,NOP,W,26,6,4,0,0,0,120.5,PHI,24,8,4,0,0,0,119.4
1266,SCW,L,8,4,0,2,2,2,112.6,STO,10,6,4,2,2,2,113.1
1267,MHU,W,12,8,4,1,1,1,114.0,SBL,13,7,3,0,0,0,117.3
1268,SAC,W,22,5,2,0,0,0,115.1,UTA,20,4,2,0,0,0,114.2
1269,DEL,W,8,4,3,0,0,0,117.4,LIN,12,7,3,2,2,2,109.9
1270,CHI,W,18,5,4,0,0,0,118.1,DET,9,2,1,0,0,0,115.6
1271,TOR,W,18,2,2,0,0,0,110.8,PHX,21,4,1,0,0,0,114.2
1272,ATL,L,19,4,2,0,0,0,117.6,LAL,15,4,1,0,0,0,118.3
1273,LIN,W,11,6,3,3,3,3,107.8,GBO,7,5,2,0,0,0,108.3
1274,AUS,W,5,1,1,0,0,0,106.6,OKL,9,4,2,0,0,0,110.5
1275,TOR,L,18,3,2,0,0,0,112.8,MEM,23,6,1,0,0,0,115.0
1276,MHU,W,11,8,4,0,0,0,113.8,SBL,13,8,4,0,0,0,119.5
1277,GLI,L,5,2,2,1,1,1,103.6,ONT,0,0,0,0,0,0,108.0
